timestamp,user,activity,pc
2026-08-05 18:40:00,USER_003,Logoff,PC_USER_003
2026-08-05 10:46:00,USER_004,Logon,PC_USER_004
2026-08-05 19:09:00,USER_004,Logoff,PC_USER_004
2026-08-05 10:04:00,USER_005,Logon,PC_USER_005
2026-08-05 17:53:00,USER_005,Logoff,PC_USER_005
2026-08-05 10:01:00,USER_006,Logon,PC_USER_006
2026-08-05 18:11:00,USER_006,Logoff,PC_USER_006
2026-08-05 09:06:00,USER_007,Logon,PC_USER_007
2026-08-05 19:31:00,USER_007,Logoff,PC_USER_007
2026-08-05 09:20:00,USER_008,Logon,PC_USER_008
2026-08-05 18:42:00,USER_008,Logoff,PC_USER_008
2026-08-05 10:18:00,USER_009,Logon,PC_USER_009
2026-08-05 17:38:00,USER_009,Logoff,PC_USER_009
2026-08-05 08:17:00,USER_010,Logon,PC_USER_010
2026-08-05 17:44:00,USER_010,Logoff,PC_USER_010
2026-08-05 08:03:00,USER_011,Logon,PC_USER_011
2026-08-05 19:43:00,USER_011,Logoff,PC_USER_011
2026-08-05 10:37:00,USER_012,Logon,PC_USER_012
2026-08-05 19:31:00,USER_012,Logoff,PC_USER_012
2026-08-05 08:55:00,USER_013,Logon,PC_USER_013
2026-08-05 18:47:00,USER_013,Logoff,PC_USER_013
2026-08-05 08:10:00,USER_014,Logon,PC_USER_014
2026-08-05 18:51:00,USER_014,Logoff,PC_USER_014
2026-08-05 10:11:00,USER_015,Logon,PC_USER_015
2026-08-05 17:49:00,USER_015,Logoff,PC_USER_015
2026-08-05 09:35:00,USER_016,Logon,PC_USER_016
2026-08-05 19:50:00,USER_016,Logoff,PC_USER_016
2026-08-05 10:11:00,USER_017,Logon,PC_USER_017
2026-08-05 19:02:00,USER_017,Logoff,PC_USER_017
2026-08-05 10:58:00,USER_018,Logon,PC_USER_018
2026-08-05 19:38:00,USER_018,Logoff,PC_USER_018
2026-08-05 08:44:00,USER_019,Logon,PC_USER_019
2026-08-05 19:53:00,USER_019,Logoff,PC_USER_019
2026-08-05 08:18:00,USER_020,Logon,PC_USER_020
2026-08-05 17:54:00,USER_020,Logoff,PC_USER_020
2026-08-06 10:02:00,USER_001,Logon,PC_USER_001
2026-08-06 18:26:00,USER_001,Logoff,PC_USER_001
2026-08-06 08:30:00,USER_002,Logon,PC_USER_002
2026-08-06 19:55:00,USER_002,Logoff,PC_USER_002
2026-08-06 08:41:00,USER_003,Logon,PC_USER_003
2026-08-06 19:21:00,USER_003,Logoff,PC_USER_003
2026-08-06 08:15:00,USER_004,Logon,PC_USER_004
2026-08-06 18:19:00,USER_004,Logoff,PC_USER_004
2026-08-06 09:39:00,USER_005,Logon,PC_USER_005
2026-08-06 17:22:00,USER_005,Logoff,PC_USER_005
2026-08-06 09:46:00,USER_006,Logon,PC_USER_006
2026-08-06 17:42:00,USER_006,Logoff,PC_USER_006
2026-08-06 08:49:00,USER_007,Logon,PC_USER_007
2026-08-06 19:29:00,USER_007,Logoff,PC_USER_007
2026-08-06 09:55:00,USER_008,Logon,PC_USER_008
2026-08-06 18:49:00,USER_008,Logoff,PC_USER_008
2026-08-06 09:17:00,USER_009,Logon,PC_USER_009
2026-08-06 19:51:00,USER_009,Logoff,PC_USER_009
2026-08-06 10:27:00,USER_010,Logon,PC_USER_010
2026-08-06 19:10:00,USER_010,Logoff,PC_USER_010
2026-08-06 09:28:00,USER_011,Logon,PC_USER_011
2026-08-06 18:48:00,USER_011,Logoff,PC_USER_011
2026-08-06 09:45:00,USER_012,Logon,PC_USER_012
2026-08-06 18:28:00,USER_012,Logoff,PC_USER_012
2026-08-06 08:45:00,USER_013,Logon,PC_USER_013
2026-08-06 19:59:00,USER_013,Logoff,PC_USER_013
2026-08-06 10:49:00,USER_014,Logon,PC_USER_014
2026-08-06 18:26:00,USER_014,Logoff,PC_USER_014
2026-08-06 09:58:00,USER_015,Logon,PC_USER_015
2026-08-06 19:55:00,USER_015,Logoff,PC_USER_015
2026-08-06 08:35:00,USER_016,Logon,PC_USER_016
2026-08-06 19:17:00,USER_016,Logoff,PC_USER_016
2026-08-06 08:02:00,USER_017,Logon,PC_USER_017
2026-08-06 17:41:00,USER_017,Logoff,PC_USER_017
2026-08-06 09:09:00,USER_018,Logon,PC_USER_018
2026-08-06 19:20:00,USER_018,Logoff,PC_USER_018
2026-08-06 08:32:00,USER_019,Logon,PC_USER_019
2026-08-06 18:29:00,USER_019,Logoff,PC_USER_019
2026-08-06 10:52:00,USER_020,Logon,PC_USER_020
2026-08-06 18:39:00,USER_020,Logoff,PC_USER_020
2026-08-07 10:09:00,USER_001,Logon,PC_USER_001
2026-08-07 18:38:00,USER_001,Logoff,PC_USER_001
2026-08-07 09:43:00,USER_002,Logon,PC_USER_002
2026-08-07 18:07:00,USER_002,Logoff,PC_USER_002
2026-08-07 10:26:00,USER_003,Logon,PC_USER_003
2026-08-07 17:32:00,USER_003,Logoff,PC_USER_003
2026-08-07 09:22:00,USER_004,Logon,PC_USER_004
2026-08-07 18:35:00,USER_004,Logoff,PC_USER_004
2026-08-07 08:39:00,USER_005,Logon,PC_USER_005
2026-08-07 17:47:00,USER_005,Logoff,PC_USER_005
2026-08-07 09:41:00,USER_006,Logon,PC_USER_006
2026-08-07 18:03:00,USER_006,Logoff,PC_USER_006
2026-08-07 08:19:00,USER_007,Logon,PC_USER_007
2026-08-07 17:36:00,USER_007,Logoff,PC_USER_007
2026-08-07 10:00:00,USER_008,Logon,PC_USER_008
2026-08-07 17:47:00,USER_008,Logoff,PC_USER_008
2026-08-07 09:23:00,USER_009,Logon,PC_USER_009
2026-08-07 19:44:00,USER_009,Logoff,PC_USER_009
2026-08-07 09:35:00,USER_010,Logon,PC_USER_010
2026-08-07 19:58:00,USER_010,Logoff,PC_USER_010
2026-08-07 09:03:00,USER_011,Logon,PC_USER_011
2026-08-07 19:35:00,USER_011,Logoff,PC_USER_011
2026-08-07 10:07:00,USER_012,Logon,PC_USER_012
2026-08-07 18:11:00,USER_012,Logoff,PC_USER_012
2026-08-07 10:28:00,USER_013,Logon,PC_USER_013
2026-08-07 17:38:00,USER_013,Logoff,PC_USER_013
2026-08-07 08:36:00,USER_014,Logon,PC_USER_014
2026-08-07 19:20:00,USER_014,Logoff,PC_USER_014
2026-08-07 10:15:00,USER_015,Logon,PC_USER_015
2026-08-07 18:54:00,USER_015,Logoff,PC_USER_015
2026-08-07 09:43:00,USER_016,Logon,PC_USER_016
2026-08-07 18:38:00,USER_016,Logoff,PC_USER_016
2026-08-07 08:47:00,USER_017,Logon,PC_USER_017
2026-08-07 17:07:00,USER_017,Logoff,PC_USER_017
2026-08-07 09:12:00,USER_018,Logon,PC_USER_018
2026-08-07 17:21:00,USER_018,Logoff,PC_USER_018
2026-08-07 10:53:00,USER_019,Logon,PC_USER_019
2026-08-07 17:54:00,USER_019,Logoff,PC_USER_019
2026-08-07 10:42:00,USER_020,Logon,PC_USER_020
2026-08-07 19:59:00,USER_020,Logoff,PC_USER_020
2026-08-08 08:31:00,USER_008,Logon,PC_USER_008
2026-08-08 17:54:00,USER_008,Logoff,PC_USER_008
2026-08-10 10:47:00,USER_001,Logon,PC_USER_001
2026-08-10 17:24:00,USER_001,Logoff,PC_USER_001
2026-08-10 09:49:00,USER_002,Logon,PC_USER_002
2026-08-10 18:05:00,USER_002,Logoff,PC_USER_002
2026-08-10 10:12:00,USER_003,Logon,PC_USER_003
2026-08-10 19:29:00,USER_003,Logoff,PC_USER_003
2026-08-10 09:11:00,USER_004,Logon,PC_USER_004
2026-08-10 18:25:00,USER_004,Logoff,PC_USER_004
2026-08-10 10:08:00,USER_005,Logon,PC_USER_005
2026-08-10 18:40:00,USER_005,Logoff,PC_USER_005
2026-08-10 08:39:00,USER_006,Logon,PC_USER_006
2026-08-10 19:02:00,USER_006,Logoff,PC_USER_006
2026-08-10 09:21:00,USER_007,Logon,PC_USER_007
2026-08-10 18:29:00,USER_007,Logoff,PC_USER_007
2026-08-10 10:35:00,USER_008,Logon,PC_USER_008
2026-08-10 17:10:00,USER_008,Logoff,PC_USER_008
2026-08-10 09:12:00,USER_009,Logon,PC_USER_009
2026-08-10 18:29:00,USER_009,Logoff,PC_USER_009
2026-08-10 10:05:00,USER_010,Logon,PC_USER_010
2026-08-10 19:43:00,USER_010,Logoff,PC_USER_010
2026-08-10 10:31:00,USER_011,Logon,PC_USER_011
2026-08-10 17:18:00,USER_011,Logoff,PC_USER_011
2026-08-10 10:31:00,USER_012,Logon,PC_USER_012
2026-08-10 18:10:00,USER_012,Logoff,PC_USER_012
2026-08-10 10:07:00,USER_013,Logon,PC_USER_013
2026-08-10 19:36:00,USER_013,Logoff,PC_USER_013
2026-08-10 09:28:00,USER_014,Logon,PC_USER_014
2026-08-10 17:16:00,USER_014,Logoff,PC_USER_014
2026-08-10 10:52:00,USER_015,Logon,PC_USER_015
2026-08-10 19:06:00,USER_015,Logoff,PC_USER_015
2026-08-10 09:36:00,USER_016,Logon,PC_USER_016
2026-08-10 17:40:00,USER_016,Logoff,PC_USER_016
2026-08-10 08:52:00,USER_017,Logon,PC_USER_017
2026-08-10 18:13:00,USER_017,Logoff,PC_USER_017
2026-08-10 08:40:00,USER_018,Logon,PC_USER_018
2026-08-10 18:19:00,USER_018,Logoff,PC_USER_018
2026-08-10 09:46:00,USER_019,Logon,PC_USER_019
2026-08-10 17:51:00,USER_019,Logoff,PC_USER_019
2026-08-10 09:46:00,USER_020,Logon,PC_USER_020
2026-08-10 18:13:00,USER_020,Logoff,PC_USER_020
2026-08-11 08:38:00,USER_001,Logon,PC_USER_001
2026-08-11 19:38:00,USER_001,Logoff,PC_USER_001
2026-08-11 09:26:00,USER_002,Logon,PC_USER_002
2026-08-11 19:23:00,USER_002,Logoff,PC_USER_002
2026-08-11 10:34:00,USER_003,Logon,PC_USER_003
2026-08-11 19:39:00,USER_003,Logoff,PC_USER_003
2026-08-11 10:03:00,USER_004,Logon,PC_USER_004
2026-08-11 17:15:00,USER_004,Logoff,PC_USER_004
2026-08-11 08:22:00,USER_005,Logon,PC_USER_005
2026-08-11 18:33:00,USER_005,Logoff,PC_USER_005
2026-08-11 08:49:00,USER_006,Logon,PC_USER_006
2026-08-11 18:06:00,USER_006,Logoff,PC_USER_006
2026-08-11 08:15:00,USER_007,Logon,PC_USER_007
2026-08-11 18:26:00,USER_007,Logoff,PC_USER_007
2026-08-11 09:37:00,USER_008,Logon,PC_USER_008
2026-08-11 18:31:00,USER_008,Logoff,PC_USER_008
2026-08-11 08:33:00,USER_009,Logon,PC_USER_009
2026-08-11 17:15:00,USER_009,Logoff,PC_USER_009
2026-08-11 09:17:00,USER_010,Logon,PC_USER_010
2026-08-11 18:14:00,USER_010,Logoff,PC_USER_010
2026-08-11 09:29:00,USER_011,Logon,PC_USER_011
2026-08-11 18:16:00,USER_011,Logoff,PC_USER_011
2026-08-11 10:16:00,USER_012,Logon,PC_USER_012
2026-08-11 18:52:00,USER_012,Logoff,PC_USER_012
2026-08-11 10:16:00,USER_013,Logon,PC_USER_013
2026-08-11 19:58:00,USER_013,Logoff,PC_USER_013
2026-08-11 10:31:00,USER_014,Logon,PC_USER_014
2026-08-11 18:01:00,USER_014,Logoff,PC_USER_014
2026-08-11 09:22:00,USER_015,Logon,PC_USER_015
2026-08-11 19:30:00,USER_015,Logoff,PC_USER_015
2026-08-11 10:45:00,USER_016,Logon,PC_USER_016
2026-08-11 17:44:00,USER_016,Logoff,PC_USER_016
2026-08-11 08:55:00,USER_017,Logon,PC_USER_017
2026-08-11 19:23:00,USER_017,Logoff,PC_USER_017
2026-08-11 10:11:00,USER_018,Logon,PC_USER_018
2026-08-11 18:45:00,USER_018,Logoff,PC_USER_018
2026-08-11 09:10:00,USER_019,Logon,PC_USER_019
2026-08-11 18:40:00,USER_019,Logoff,PC_USER_019
2026-08-11 08:28:00,USER_020,Logon,PC_USER_020
2026-08-11 18:46:00,USER_020,Logoff,PC_USER_020
2026-08-12 09:10:00,USER_001,Logon,PC_USER_001
2026-08-12 19:38:00,USER_001,Logoff,PC_USER_001
2026-08-12 22:10:00,USER_001,Logon,PC_USER_001
2026-08-12 22:35:00,USER_001,Logon,PC_USER_001
2026-08-12 08:54:00,USER_002,Logon,PC_USER_002
2026-08-12 18:07:00,USER_002,Logoff,PC_USER_002
2026-08-12 10:51:00,USER_003,Logon,PC_USER_003
2026-08-12 18:34:00,USER_003,Logoff,PC_USER_003
2026-08-12 08:05:00,USER_004,Logon,PC_USER_004
2026-08-12 18:43:00,USER_004,Logoff,PC_USER_004
2026-08-12 23:28:00,USER_004,Logon,PC_USER_004
2026-08-12 09:24:00,USER_005,Logon,PC_USER_005
2026-08-12 18:41:00,USER_005,Logoff,PC_USER_005
2026-08-12 09:26:00,USER_006,Logon,PC_USER_006
2026-08-12 19:38:00,USER_006,Logoff,PC_USER_006
2026-08-12 09:32:00,USER_007,Logon,PC_USER_007
2026-08-12 19:25:00,USER_007,Logoff,PC_USER_007
2026-08-12 10:43:00,USER_008,Logon,PC_USER_008
2026-08-12 17:01:00,USER_008,Logoff,PC_USER_008
2026-08-12 10:43:00,USER_009,Logon,PC_USER_009
2026-08-12 17:13:00,USER_009,Logoff,PC_USER_009
2026-08-12 09:33:00,USER_010,Logon,PC_USER_010
2026-08-12 19:52:00,USER_010,Logoff,PC_USER_010
2026-08-12 10:43:00,USER_011,Logon,PC_USER_011
2026-08-12 18:08:00,USER_011,Logoff,PC_USER_011
2026-08-12 09:45:00,USER_012,Logon,PC_USER_012
2026-08-12 19:14:00,USER_012,Logoff,PC_USER_012
2026-08-12 08:07:00,USER_013,Logon,PC_USER_013
2026-08-12 19:55:00,USER_013,Logoff,PC_USER_013
2026-08-12 08:27:00,USER_014,Logon,PC_USER_014
2026-08-12 19:40:00,USER_014,Logoff,PC_USER_014
2026-08-12 10:38:00,USER_015,Logon,PC_USER_015
2026-08-12 19:33:00,USER_015,Logoff,PC_USER_015
2026-08-12 10:42:00,USER_016,Logon,PC_USER_016
2026-08-12 17:06:00,USER_016,Logoff,PC_USER_016
2026-08-12 10:40:00,USER_017,Logon,PC_USER_017
2026-08-12 19:00:00,USER_017,Logoff,PC_USER_017
2026-08-12 09:26:00,USER_018,Logon,PC_USER_018
2026-08-12 19:18:00,USER_018,Logoff,PC_USER_018
2026-08-12 09:14:00,USER_019,Logon,PC_USER_019
2026-08-12 19:29:00,USER_019,Logoff,PC_USER_019
2026-08-12 09:11:00,USER_020,Logon,PC_USER_020
2026-08-12 18:07:00,USER_020,Logoff,PC_USER_020
2026-08-13 09:07:00,USER_001,Logon,PC_USER_001
2026-08-13 18:56:00,USER_001,Logoff,PC_USER_001
2026-08-13 22:10:00,USER_001,Logon,PC_USER_001
2026-08-13 22:35:00,USER_001,Logon,PC_USER_001
2026-08-13 09:04:00,USER_002,Logon,PC_USER_002
2026-08-13 17:48:00,USER_002,Logoff,PC_USER_002
2026-08-13 10:29:00,USER_003,Logon,PC_USER_003
2026-08-13 19:21:00,USER_003,Logoff,PC_USER_003
2026-08-13 08:47:00,USER_004,Logon,PC_USER_004
2026-08-13 19:46:00,USER_004,Logoff,PC_USER_004
2026-08-13 23:21:00,USER_004,Logon,PC_USER_004
2026-08-13 08:42:00,USER_005,Logon,PC_USER_005
2026-08-13 18:38:00,USER_005,Logoff,PC_USER_005
2026-08-13 10:58:00,USER_006,Logon,PC_USER_006
2026-08-13 18:43:00,USER_006,Logoff,PC_USER_006
2026-08-13 09:33:00,USER_007,Logon,PC_USER_007
2026-08-13 17:06:00,USER_007,Logoff,PC_USER_007
2026-08-13 08:50:00,USER_008,Logon,PC_USER_008
2026-08-13 19:18:00,USER_008,Logoff,PC_USER_008
2026-08-13 09:26:00,USER_009,Logon,PC_USER_009
2026-08-13 18:50:00,USER_009,Logoff,PC_USER_009
2026-08-13 09:27:00,USER_010,Logon,PC_USER_010
2026-08-13 17:17:00,USER_010,Logoff,PC_USER_010
2026-08-13 10:11:00,USER_011,Logon,PC_USER_011
2026-08-13 17:33:00,USER_011,Logoff,PC_USER_011
2026-08-13 10:00:00,USER_012,Logon,PC_USER_012
2026-08-13 19:07:00,USER_012,Logoff,PC_USER_012
2026-08-13 10:13:00,USER_013,Logon,PC_USER_013
2026-08-13 17:42:00,USER_013,Logoff,PC_USER_013
2026-08-13 10:36:00,USER_014,Logon,PC_USER_014
2026-08-13 17:52:00,USER_014,Logoff,PC_USER_014
2026-08-13 09:19:00,USER_015,Logon,PC_USER_015
2026-08-13 19:38:00,USER_015,Logoff,PC_USER_015
2026-08-13 10:19:00,USER_016,Logon,PC_USER_016
2026-08-13 17:43:00,USER_016,Logoff,PC_USER_016
2026-08-13 10:41:00,USER_017,Logon,PC_USER_017
2026-08-13 18:35:00,USER_017,Logoff,PC_USER_017
2026-08-13 10:57:00,USER_018,Logon,PC_USER_018
2026-08-13 17:12:00,USER_018,Logoff,PC_USER_018
2026-08-13 09:31:00,USER_019,Logon,PC_USER_019
2026-08-13 18:35:00,USER_019,Logoff,PC_USER_019
2026-08-13 10:25:00,USER_020,Logon,PC_USER_020
2026-08-13 19:49:00,USER_020,Logoff,PC_USER_020
2026-08-14 10:10:00,USER_001,Logon,PC_USER_001
2026-08-14 19:48:00,USER_001,Logoff,PC_USER_001
2026-08-14 22:10:00,USER_001,Logon,PC_USER_001
2026-08-14 22:35:00,USER_001,Logon,PC_USER_001
2026-08-14 10:33:00,USER_002,Logon,PC_USER_002
2026-08-14 17:58:00,USER_002,Logoff,PC_USER_002
2026-08-14 09:56:00,USER_003,Logon,PC_USER_003
2026-08-14 18:38:00,USER_003,Logoff,PC_USER_003
2026-08-14 09:45:00,USER_004,Logon,PC_USER_004
2026-08-14 19:52:00,USER_004,Logoff,PC_USER_004
2026-08-14 23:12:00,USER_004,Logon,PC_USER_004
2026-08-14 10:10:00,USER_005,Logon,PC_USER_005
2026-08-14 19:08:00,USER_005,Logoff,PC_USER_005
2026-08-14 08:28:00,USER_006,Logon,PC_USER_006
2026-08-14 17:38:00,USER_006,Logoff,PC_USER_006
2026-08-14 10:48:00,USER_007,Logon,PC_USER_007
2026-08-14 19:07:00,USER_007,Logoff,PC_USER_007
2026-08-14 08:50:00,USER_008,Logon,PC_USER_008
2026-08-14 18:49:00,USER_008,Logoff,PC_USER_008
2026-08-14 09:06:00,USER_009,Logon,PC_USER_009
2026-08-14 18:09:00,USER_009,Logoff,PC_USER_009
2026-08-14 08:32:00,USER_010,Logon,PC_USER_010
2026-08-14 17:25:00,USER_010,Logoff,PC_USER_010
2026-08-14 08:31:00,USER_011,Logon,PC_USER_011
2026-08-14 19:28:00,USER_011,Logoff,PC_USER_011
2026-08-14 10:43:00,USER_012,Logon,PC_USER_012
2026-08-14 17:02:00,USER_012,Logoff,PC_USER_012
2026-08-14 08:32:00,USER_013,Logon,PC_USER_013
2026-08-14 18:06:00,USER_013,Logoff,PC_USER_013
2026-08-14 09:43:00,USER_014,Logon,PC_USER_014
2026-08-14 18:29:00,USER_014,Logoff,PC_USER_014
2026-08-14 09:34:00,USER_015,Logon,PC_USER_015
2026-08-14 19:00:00,USER_015,Logoff,PC_USER_015
2026-08-14 08:53:00,USER_016,Logon,PC_USER_016
2026-08-14 17:15:00,USER_016,Logoff,PC_USER_016
2026-08-14 10:25:00,USER_017,Logon,PC_USER_017
2026-08-14 18:55:00,USER_017,Logoff,PC_USER_017
2026-08-14 09:39:00,USER_018,Logon,PC_USER_018
2026-08-14 18:21:00,USER_018,Logoff,PC_USER_018
2026-08-14 09:11:00,USER_019,Logon,PC_USER_019
2026-08-14 17:26:00,USER_019,Logoff,PC_USER_019
2026-08-14 09:20:00,USER_020,Logon,PC_USER_020
2026-08-14 18:43:00,USER_020,Logoff,PC_USER_020
